pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
SI,2024-08-15,92.8,-1.99,5.54,"Salazar, Eduardo",592663,674285,,foul,,,,,13,"J.T. Realmuto reaches on a fielder's choice, fielded by third baseman José Tena.   Nick Castellanos to 2nd.  Nick Castellanos advances to 2nd, on a fielding error by third baseman José Tena.",R,R,R,PHI,WSH,S,,,2,0,2024,-1.5,0.37,-0.72,1.55,,,592206,1,4,Bot,,,,,660688,,,6.579023324770831,-134.9179473345324,-5.2550552675927085,-19.81124336895494,28.928553645025858,-26.72507699271147,3.7,1.73,3,78.7,-25,93.5,2024,6.7,745545,674285,660688,665953,671277,677588,682928,695578,696285,669743,53.79,,,,,,,,37,3,Sinker,9,0,9,0,0,9,9,0,Standard,Standard,236,0.0,-0.064,,
SL,2024-08-15,86.5,-1.97,5.66,"Salazar, Eduardo",592663,674285,,ball,,,,,14,"J.T. Realmuto reaches on a fielder's choice, fielded by third baseman José Tena.   Nick Castellanos to 2nd.  Nick Castellanos advances to 2nd, on a fielding error by third baseman José Tena.",R,R,R,PHI,WSH,B,,,1,0,2024,0.3,0.18,2.59,0.95,,,592206,1,4,Bot,,,,,660688,,,10.2840456557584,-125.5199966915879,-5.369660918880299,1.0234769675153086,26.374835961491765,-29.3209486959399,3.8,1.75,,,,86.7,2150,6.6,745545,674285,660688,665953,671277,677588,682928,695578,696285,669743,53.86,,,,,,,,37,2,Slider,9,0,9,0,0,9,9,0,Standard,Standard,9,0.0,0.064,,
SL,2024-08-15,88.0,-2.01,5.66,"Salazar, Eduardo",592663,674285,,ball,,,,,14,"J.T. Realmuto reaches on a fielder's choice, fielded by third baseman José Tena.   Nick Castellanos to 2nd.  Nick Castellanos advances to 2nd, on a fielding error by third baseman José Tena.",R,R,R,PHI,WSH,B,,,0,0,2024,-0.06,0.07,2.0,0.89,,,592206,1,4,Bot,,,,,660688,,,9.90275293071238,-127.85782673146106,-5.680738716581382,-2.49029781228884,24.10022971845733,-30.507279450214607,3.87,1.85,,,,88.9,2027,6.7,745545,674285,660688,665953,671277,677588,682928,695578,696285,669743,53.77,,,,,,,,37,1,Slider,9,0,9,0,0,9,9,0,Standard,Standard,335,0.0,0.043,,
SI,2024-08-15,93.9,-1.9,5.69,"Salazar, Eduardo",592206,674285,single,hit_into_play,,,,,8,Nick Castellanos singles on a sharp line drive to right fielder Alex Call.   Bryce Harper scores.,R,R,R,PHI,WSH,X,9,line_drive,0,0,2024,-1.41,0.61,0.05,2.43,547180,,,1,4,Bot,172.42,101.64,,,660688,,,8.181405525212087,-136.53180873506457,-4.058089649294892,-19.401563699155947,30.897926445118724,-23.87011661077277,3.87,1.8,178,103.7,8,94.1,2068,6.5,745545,674285,660688,665953,671277,677588,682928,695578,696285,669743,53.98,0.686,0.637,0.9,1,1,0,4,36,1,Sinker,8,0,8,0,0,9,9,0,Strategic,Standard,232,0.002,0.573,75.6489,7.06884
SI,2024-08-15,92.4,-2.07,5.7,"Salazar, Eduardo",664761,674285,field_out,hit_into_play,,,,,11,"Alec Bohm grounds out, third baseman José Tena to first baseman Andrés Chaparro.   Bryce Harper to 3rd.",R,R,R,PHI,WSH,X,5,ground_ball,0,0,2024,-1.41,0.08,-1.34,2.93,,547180,,0,4,Bot,99.49,162.09,,,660688,,,4.967998338639065,-134.52172606338715,-1.4087411825408096,-18.253422346050428,30.00626577576929,-31.155841670446435,3.62,1.64,92,79.1,6,92.9,1878,6.6,745545,674285,660688,665953,671277,677588,682928,695578,696285,669743,53.88,0.269,0.239,0.0,1,0,0,2,35,1,Sinker,8,0,8,0,0,8,8,0,Standard,Standard,236,-0.001,-0.275,75.29342,6.82803
FF,2024-08-15,92.8,1.4,6.31,"Parker, Mitchell",547180,680730,single,hit_into_play,,,,,8,Bryce Harper singles on a line drive to right fielder Alex Call.   Trea Turner scores.    Bryce Harper to 2nd.,R,L,L,PHI,WSH,X,9,line_drive,1,2,2024,0.27,1.26,0.22,1.62,,607208,,0,4,Bot,186.66,106.77,,,660688,,,-3.60750602747798,-134.86077212778855,-8.990066115081701,4.052976036692826,29.680983493952866,-14.979786085093917,3.26,1.68,148,89.5,11,93.1,2240,6.6,745545,680730,660688,665953,671277,677588,682928,695578,696285,669743,53.93,0.709,0.679,0.9,1,1,0,4,34,6,4-Seam Fastball,7,0,7,0,0,8,8,0,Standard,Standard,158,0.006,0.805,86.90694,7.65871
SL,2024-08-15,84.4,2.33,5.81,"Parker, Mitchell",547180,680730,,foul,,,,,12,Bryce Harper singles on a line drive to right fielder Alex Call.   Trea Turner scores.    Bryce Harper to 2nd.,R,L,L,PHI,WSH,S,,,1,2,2024,-0.57,0.43,0.42,3.52,,607208,,0,4,Bot,,,,,660688,,,-3.319166347474121,-123.09074838851689,0.0727361622041713,-5.328684266568766,20.796686200434888,-27.922152341281247,3.26,1.68,227,81.6,51,85.5,2248,6.5,745545,680730,660688,665953,671277,677588,682928,695578,696285,669743,53.97,,,,,,,,34,5,Slider,7,0,7,0,0,7,7,0,Standard,Standard,287,0.0,0.0,72.38338,6.08652
FF,2024-08-15,92.5,1.33,6.38,"Parker, Mitchell",547180,680730,,foul,,,,,12,Bryce Harper singles on a line drive to right fielder Alex Call.   Trea Turner scores.    Bryce Harper to 2nd.,R,L,L,PHI,WSH,S,,,1,2,2024,0.14,1.48,0.35,3.54,,607208,,0,4,Bot,,,,,660688,,,-2.810455164734205,-134.62392730782122,-4.667937214851627,2.2850007376198778,29.746321520521377,-13.391541810135395,3.26,1.68,227,78.4,51,92.7,2259,6.4,745545,680730,660688,665953,671277,677588,682928,695578,696285,669743,54.06,,,,,,,,34,4,4-Seam Fastball,7,0,7,0,0,7,7,0,Standard,Standard,161,0.0,0.0,75.73561,5.79476
FF,2024-08-15,93.0,1.36,6.44,"Parker, Mitchell",547180,680730,,foul,,,,,11,Bryce Harper singles on a line drive to right fielder Alex Call.   Trea Turner scores.    Bryce Harper to 2nd.,R,L,L,PHI,WSH,S,,,1,1,2024,0.35,1.37,-0.13,3.5,,607208,,0,4,Bot,,,,,660688,,,-4.6003812270079205,-135.4134614481898,-4.80856783341255,5.272073773180559,29.36761965788454,-14.476843874372676,3.26,1.68,229,77.7,25,93.6,2156,6.6,745545,680730,660688,665953,671277,677588,682928,695578,696285,669743,53.91,,,,,,,,34,3,4-Seam Fastball,7,0,7,0,0,7,7,0,Standard,Standard,162,0.0,-0.106,73.46443,6.21125
SL,2024-08-15,83.2,2.03,5.99,"Parker, Mitchell",547180,680730,,foul,,,,,5,Bryce Harper singles on a line drive to right fielder Alex Call.   Trea Turner scores.    Bryce Harper to 2nd.,R,L,L,PHI,WSH,S,,,1,0,2024,-0.62,0.07,0.16,2.39,,607208,,0,4,Bot,,,,,660688,,,-3.10798176554149,-121.17082475081996,-2.004700998352171,-5.594304232444133,21.88524830829077,-31.300713359070397,3.26,1.68,218,81.4,53,84.1,2172,6.6,745545,680730,660688,665953,671277,677588,682928,695578,696285,669743,53.86,,,,,,,,34,2,Slider,7,0,7,0,0,7,7,0,Standard,Standard,309,0.0,-0.053,82.91365,7.00595
SL,2024-08-15,84.3,2.17,5.98,"Parker, Mitchell",547180,680730,,ball,,,,,12,Bryce Harper singles on a line drive to right fielder Alex Call.   Trea Turner scores.    Bryce Harper to 2nd.,R,L,L,PHI,WSH,B,,,0,0,2024,-0.73,0.05,0.7,3.89,,607208,,0,4,Bot,,,,,660688,,,-1.9706578528333685,-122.76291947074884,1.4236923154671588,-7.02844635121229,23.71387923623956,-32.20152204057457,3.26,1.75,,,,85.0,2273,6.6,745545,680730,660688,665953,671277,677588,682928,695578,696285,669743,53.87,,,,,,,,34,1,Slider,7,0,7,0,0,7,7,0,Standard,Standard,295,0.0,0.052,,
FS,2024-08-15,84.2,2.05,6.0,"Parker, Mitchell",607208,680730,double,hit_into_play,,,,,9,Trea Turner doubles (17) on a line drive to left fielder James Wood.   Johan Rojas scores.    Kyle Schwarber scores.,R,R,L,PHI,WSH,X,7,line_drive,2,1,2024,0.33,1.08,0.4,2.03,679032,656941,,0,4,Bot,34.26,98.76,,,660688,,,-4.510966008078648,-122.61861725647832,-5.061310248403919,4.207885359335426,23.15289380072393,-20.515213293918976,3.48,1.69,260,89.3,19,85.0,824,6.7,745545,680730,660688,665953,671277,677588,682928,695578,696285,669743,53.84,0.649,0.599,1.25,1,1,1,4,33,4,Split-Finger,5,0,5,0,0,7,7,0,Strategic,Standard,139,0.013,1.114,81.44147,8.36952
CU,2024-08-15,79.9,1.8,6.12,"Parker, Mitchell",607208,680730,,called_strike,,,,,7,Trea Turner doubles (17) on a line drive to left fielder James Wood.   Johan Rojas scores.    Kyle Schwarber scores.,R,R,L,PHI,WSH,S,,,2,0,2024,-0.17,-0.62,-0.8,1.77,679032,656941,,0,4,Bot,,,,,660688,,,-5.468464461606814,-116.39860488551722,-1.7386634021617453,-0.5616023313188773,20.395623090311283,-37.7702387574487,3.48,1.7,,,,80.7,2238,6.6,745545,680730,660688,665953,671277,677588,682928,695578,696285,669743,53.89,,,,,,,,33,3,Curveball,5,0,5,0,0,5,5,0,Strategic,Standard,338,0.0,-0.132,,
FS,2024-08-15,84.0,1.92,6.22,"Parker, Mitchell",607208,680730,,ball,,,,,12,Trea Turner doubles (17) on a line drive to left fielder James Wood.   Johan Rojas scores.    Kyle Schwarber scores.,R,R,L,PHI,WSH,B,,,1,0,2024,-0.21,1.3,2.18,3.95,679032,656941,,0,4,Bot,,,,,660688,,,1.0282453166766734,-122.33897726325308,-1.4814790892947158,-2.335351273988377,23.4848879542972,-18.971825141738417,3.48,1.75,,,,84.5,750,6.5,745545,680730,660688,665953,671277,677588,682928,695578,696285,669743,54.0,,,,,,,,33,2,Split-Finger,5,0,5,0,0,5,5,0,Strategic,Standard,143,0.0,0.042,,
FS,2024-08-15,85.5,2.23,5.9,"Parker, Mitchell",607208,680730,,ball,,,,,12,Trea Turner doubles (17) on a line drive to left fielder James Wood.   Johan Rojas scores.    Kyle Schwarber scores.,R,R,L,PHI,WSH,B,,,0,0,2024,0.84,0.53,2.22,3.07,679032,656941,,0,4,Bot,,,,,660688,,,-1.7261669831686988,-124.47632796616982,-1.3629216102126482,9.072351765882898,29.45134982802374,-26.644555440060376,3.49,1.68,,,,85.4,863,6.6,745545,680730,660688,665953,671277,677588,682928,695578,696285,669743,53.91,,,,,,,,33,1,Split-Finger,5,0,5,0,0,5,5,0,Strategic,Standard,138,0.0,0.063,,
FF,2024-08-15,91.5,1.45,6.37,"Parker, Mitchell",656941,680730,single,hit_into_play,,,,,1,"Kyle Schwarber singles on a line drive to right fielder Alex Call.   Johan Rojas to 3rd.    Kyle Schwarber to 2nd.  Kyle Schwarber advances to 2nd, on a throwing error by shortstop CJ Abrams.",R,L,L,PHI,WSH,X,9,line_drive,1,0,2024,0.29,1.49,-0.28,2.86,,,679032,0,4,Bot,175.12,114.28,,,660688,,,-5.0216968519608,-133.00780046112595,-6.199723608976101,4.55367506263875,29.86285179867088,-13.340554523245292,3.37,1.57,219,110.9,10,91.8,2165,6.7,745545,680730,660688,665953,671277,677588,682928,695578,696285,669743,53.84,0.894,0.891,0.9,1,1,0,5,32,2,4-Seam Fastball,5,0,5,0,0,5,5,0,Standard,Standard,157,0.017,0.619,77.63687,7.45179
SL,2024-08-15,84.2,2.18,5.72,"Parker, Mitchell",656941,680730,,ball,,,,,13,"Kyle Schwarber singles on a line drive to right fielder Alex Call.   Johan Rojas to 3rd.    Kyle Schwarber to 2nd.  Kyle Schwarber advances to 2nd, on a throwing error by shortstop CJ Abrams.",R,L,L,PHI,WSH,B,,,0,0,2024,-0.65,0.14,-0.67,1.35,,,679032,0,4,Bot,,,,,660688,,,-5.3421262461263215,-122.56569603138622,-4.054799693852011,-5.525636707070658,24.387081402351,-30.113526836992374,3.44,1.55,,,,84.7,2257,6.6,745545,680730,660688,665953,671277,677588,682928,695578,696285,669743,53.87,,,,,,,,32,1,Slider,5,0,5,0,0,5,5,0,Standard,Standard,309,0.0,0.066,,
SL,2024-08-15,84.2,2.06,5.9,"Parker, Mitchell",679032,680730,single,hit_into_play,,,,,3,Johan Rojas singles on a line drive to left fielder James Wood.   Weston Wilson scores.,R,R,L,PHI,WSH,X,7,line_drive,1,2,2024,-0.66,0.22,0.8,2.91,642215,,,0,4,Bot,73.83,112.68,,,660688,,,-1.6295476467148398,-122.78423904841846,-1.0600279390030185,-6.411675797677438,22.858213877662106,-29.91987433271248,3.48,1.64,154,79.6,11,85.0,2280,6.6,745545,680730,660688,665953,671277,677588,682928,695578,696285,669743,53.93,0.434,0.393,0.9,1,1,0,4,31,5,Slider,4,0,4,0,0,5,5,0,Strategic,Standard,293,0.011,0.665,71.11678,7.43685
FS,2024-08-15,85.8,2.13,5.87,"Parker, Mitchell",679032,680730,,blocked_ball,,,,,14,Johan Rojas singles on a line drive to left fielder James Wood.   Weston Wilson scores.,R,R,L,PHI,WSH,B,,,0,2,2024,1.25,0.92,0.6,0.53,642215,,,0,4,Bot,,,,,660688,,,-6.2333517082207095,-124.5314852625542,-8.235292243866386,14.253520716703314,27.863630468742254,-21.03131012915163,3.37,1.63,,,,86.4,1175,7.1,745545,680730,660688,665953,671277,677588,682928,695578,696285,669743,53.43,,,,,,,,31,4,Split-Finger,4,0,4,0,0,4,4,0,Strategic,Standard,138,0.0,-0.025,,
FF,2024-08-15,92.1,1.48,6.26,"Parker, Mitchell",679032,680730,,foul,,,,,2,Johan Rojas singles on a line drive to left fielder James Wood.   Weston Wilson scores.,R,R,L,PHI,WSH,S,,,0,2,2024,0.34,1.49,-0.09,2.91,642215,,,0,4,Bot,,,,,660688,,,-4.762318543215453,-133.9625982645016,-5.946091354160226,5.118251700692111,28.71149649654888,-13.190364920534504,3.48,1.64,93,70.6,79,92.9,2177,6.7,745545,680730,660688,665953,671277,677588,682928,695578,696285,669743,53.76,,,,,,,,31,3,4-Seam Fastball,4,0,4,0,0,4,4,0,Strategic,Standard,157,0.0,0.0,67.55083,7.07436
FF,2024-08-15,90.9,1.45,6.32,"Parker, Mitchell",679032,680730,,swinging_strike,,,,,6,Johan Rojas singles on a line drive to left fielder James Wood.   Weston Wilson scores.,R,R,L,PHI,WSH,S,,,0,1,2024,0.36,1.57,0.54,2.39,642215,,,0,4,Bot,,,,,660688,,,-3.066488008252509,-132.21205665775642,-7.382517599787976,4.81416462913021,26.388769162899557,-12.426979767266891,3.48,1.64,,,,91.8,2151,6.7,745545,680730,660688,665953,671277,677588,682928,695578,696285,669743,53.76,,,,,,,,31,2,4-Seam Fastball,4,0,4,0,0,4,4,0,Strategic,Standard,158,0.0,-0.079,72.76328,7.74001
FF,2024-08-15,91.3,1.52,6.38,"Parker, Mitchell",679032,680730,,called_strike,,,,,8,Johan Rojas singles on a line drive to left fielder James Wood.   Weston Wilson scores.,R,R,L,PHI,WSH,S,,,0,0,2024,0.42,1.52,0.26,2.03,642215,,,0,4,Bot,,,,,660688,,,-4.100878590632274,-132.72608416507464,-8.4129313025383,5.852917797270056,25.88457606664031,-12.609280102228771,3.62,1.68,,,,92.2,2119,6.7,745545,680730,660688,665953,671277,677588,682928,695578,696285,669743,53.82,,,,,,,,31,1,4-Seam Fastball,4,0,4,0,0,4,4,0,Strategic,Standard,157,0.0,-0.068,,
FF,2024-08-15,93.4,1.51,6.22,"Parker, Mitchell",642215,680730,triple,hit_into_play,,,,,5,Weston Wilson triples (1) on a fly ball to second baseman Luis García Jr.,R,R,L,PHI,WSH,X,4,fly_ball,0,0,2024,0.24,1.43,0.27,2.36,,,,0,4,Bot,184.77,128.01,,,660688,,,-3.7364810281068,-135.8703290286012,-7.424564965884147,3.738927755199991,28.94990148576192,-13.032941717920869,3.65,1.63,335,95.6,33,94.5,2212,6.9,745545,680730,660688,665953,671277,677588,682928,695578,696285,669743,53.61,0.171,0.301,1.6,1,1,2,5,30,1,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,162,0.028,0.912,76.20104,7.56437
FF,2024-08-15,96.2,-2.11,5.26,"Wheeler, Zack",665953,554430,field_out,hit_into_play,,,,,5,"Andrés Chaparro grounds out, shortstop Trea Turner to first baseman Bryce Harper.",R,R,R,PHI,WSH,X,6,ground_ball,0,1,2024,-0.98,1.29,0.14,2.47,,,,2,4,Top,116.74,152.93,,,592663,,,8.357903484424666,-139.6934166897879,-4.746940959295117,-14.806457736177776,34.30692892597476,-14.485254027743704,3.32,1.51,12,83.4,-10,97.5,2548,7.4,745545,554430,592663,547180,681082,664761,607208,642215,679032,592206,53.14,0.109,0.076,0.0,1,0,0,2,29,2,4-Seam Fastball,4,0,0,4,0,4,0,4,Standard,Standard,231,0.006,-0.086,78.89638,6.74402
SI,2024-08-15,95.0,-2.14,5.23,"Wheeler, Zack",665953,554430,,swinging_strike,,,,,11,"Andrés Chaparro grounds out, shortstop Trea Turner to first baseman Bryce Harper.",R,R,R,PHI,WSH,S,,,0,0,2024,-1.52,0.44,-1.12,2.49,,,,2,4,Top,,,,,592663,,,6.190997438030133,-138.11648217093546,-2.4543153560783093,-20.829740736587382,34.00388056222987,-26.181328194655425,3.32,1.51,,,,96.3,2328,7.3,745545,554430,592663,547180,681082,664761,607208,642215,679032,592206,53.2,,,,,,,,29,1,Sinker,4,0,0,4,0,4,0,4,Standard,Standard,223,0.0,-0.015,,
SI,2024-08-15,94.7,-2.07,5.16,"Wheeler, Zack",695578,554430,strikeout,called_strike,,,,,9,James Wood called out on strikes.,R,L,R,PHI,WSH,S,2,,2,2,2024,-1.41,0.39,0.71,1.97,,,,1,4,Top,,,,,592663,,,10.65355926136082,-137.44375078929352,-3.543758869211989,-20.31899964966084,31.2484730663538,-26.672386340117274,3.85,1.8,,,,96.6,2318,7.6,745545,554430,592663,547180,681082,664761,607208,642215,679032,592206,52.95,,0.0,0.0,1,0,0,,28,6,Sinker,4,0,0,4,0,4,0,4,Strategic,Standard,229,0.011,-0.143,,
FF,2024-08-15,95.5,-1.97,5.29,"Wheeler, Zack",695578,554430,,ball,,,,,12,James Wood called out on strikes.,R,L,R,PHI,WSH,B,,,1,2,2024,-0.6,1.22,1.12,3.73,,,,1,4,Top,,,,,592663,,,9.66871488922984,-138.76914216004587,-1.228569918488021,-9.903876320516748,31.48019813783381,-16.292681582409212,3.92,1.85,,,,97.1,2533,7.3,745545,554430,592663,547180,681082,664761,607208,642215,679032,592206,53.21,,,,,,,,28,5,4-Seam Fastball,4,0,0,4,0,4,0,4,Strategic,Standard,229,0.0,0.026,,
FF,2024-08-15,95.8,-2.07,5.35,"Wheeler, Zack",695578,554430,,foul,,,,,4,James Wood called out on strikes.,R,L,R,PHI,WSH,S,,,1,2,2024,-0.68,1.36,-0.62,2.59,,,,1,4,Top,,,,,592663,,,5.455863918913374,-139.3706760835154,-4.850159585629098,-10.075674813334947,30.42123310870395,-13.503567834260394,3.8,1.75,246,77.6,30,97.7,2474,7.3,745545,554430,592663,547180,681082,664761,607208,642215,679032,592206,53.18,,,,,,,,28,4,4-Seam Fastball,4,0,0,4,0,4,0,4,Strategic,Standard,223,0.0,0.0,71.53922,7.5425
CU,2024-08-15,81.2,-2.18,5.29,"Wheeler, Zack",695578,554430,,ball,,,,,13,James Wood called out on strikes.,R,L,R,PHI,WSH,B,,,0,2,2024,0.83,-0.94,-0.56,0.91,,,,1,4,Top,,,,,592663,,,2.072469687226488,-118.18395760858716,-1.3530594649135117,7.291967576259254,24.503884199566222,-40.856558061669936,3.8,1.75,,,,82.0,2801,7.0,745545,554430,592663,547180,681082,664761,607208,642215,679032,592206,53.51,,,,,,,,28,3,Curveball,4,0,0,4,0,4,0,4,Strategic,Standard,59,0.0,0.013,,
CU,2024-08-15,82.7,-2.14,5.39,"Wheeler, Zack",695578,554430,,called_strike,,,,,7,James Wood called out on strikes.,R,L,R,PHI,WSH,S,,,0,1,2024,0.75,-0.85,-0.83,2.24,,,,1,4,Top,,,,,592663,,,1.547012396928539,-120.50323326137752,1.00030737107582,6.985700731310889,23.29604558448639,-40.91073482917488,3.8,1.8,,,,83.8,2737,6.9,745545,554430,592663,547180,681082,664761,607208,642215,679032,592206,53.59,,,,,,,,28,2,Curveball,4,0,0,4,0,4,0,4,Standard,Standard,61,0.0,-0.036,,
FF,2024-08-15,95.1,-2.02,5.34,"Wheeler, Zack",695578,554430,,swinging_strike,,,,,4,James Wood called out on strikes.,R,L,R,PHI,WSH,S,,,0,0,2024,-0.71,1.23,-0.3,3.0,,,,1,4,Top,,,,,592663,,,6.234086991590352,-138.4272658537826,-3.340246653569984,-10.558210082534154,29.88522967128877,-15.727516999710446,3.8,1.75,,,,96.9,2499,7.2,745545,554430,592663,547180,681082,664761,607208,642215,679032,592206,53.29,,,,,,,,28,1,4-Seam Fastball,4,0,0,4,0,4,0,4,Standard,Standard,223,0.0,-0.024,75.88763,7.00067
ST,2024-08-15,86.5,-2.26,5.2,"Wheeler, Zack",660766,554430,field_out,hit_into_play,,,,,5,Juan Yepez pops out to first baseman Bryce Harper.,R,R,R,PHI,WSH,X,3,popup,3,2,2024,0.07,0.77,-0.05,2.76,,,,0,4,Top,141.48,165.12,,,592663,,,5.201391537152859,-125.93196128338953,-1.2237392465908603,-0.2810846160191562,24.01915917693684,-23.93059177688031,3.42,1.66,99,64.8,67,88.1,2641,7.1,745545,554430,592663,547180,681082,664761,607208,642215,679032,592206,53.39,0.001,0.0,0.0,1,0,0,3,27,8,Sweeper,4,0,0,4,0,4,0,4,Standard,Standard,85,0.016,-0.3,71.86944,7.80257
SI,2024-08-15,93.8,-2.03,5.25,"Wheeler, Zack",660766,554430,,ball,,,,,12,Juan Yepez pops out to first baseman Bryce Harper.,R,R,R,PHI,WSH,B,,,2,2,2024,-1.29,0.5,1.54,3.51,,,,0,4,Top,,,,,592663,,,12.352467009661131,-136.12814331958594,0.1409300027588139,-18.59820314977248,27.359658116273327,-26.19628707771268,3.29,1.63,,,,96.1,2283,7.6,745545,554430,592663,547180,681082,664761,607208,642215,679032,592206,52.93,,,,,,,,27,7,Sinker,4,0,0,4,0,4,0,4,Standard,Standard,228,0.0,0.095,,
FF,2024-08-15,95.5,-2.07,5.4,"Wheeler, Zack",660766,554430,,foul,,,,,12,Juan Yepez pops out to first baseman Bryce Harper.,R,R,R,PHI,WSH,S,,,2,2,2024,-0.65,1.26,1.18,3.18,,,,0,4,Top,,,,,592663,,,10.256519085117144,-138.85747429526472,-3.1981091067370864,-10.490854317439736,26.50924537618582,-15.196436042988786,3.42,1.66,194,77.8,18,98.3,2477,7.6,745545,554430,592663,547180,681082,664761,607208,642215,679032,592206,52.93,,,,,,,,27,6,4-Seam Fastball,4,0,0,4,0,4,0,4,Standard,Standard,229,0.0,0.0,59.34209,6.42236
ST,2024-08-15,84.8,-2.16,5.31,"Wheeler, Zack",660766,554430,,ball,,,,,14,Juan Yepez pops out to first baseman Bryce Harper.,R,R,R,PHI,WSH,B,,,1,2,2024,1.04,0.54,1.35,2.31,,,,0,4,Top,,,,,592663,,,6.232048387338082,-123.5513517724202,-1.8295632673588835,9.553909831470898,22.29360720043396,-26.499207393641417,3.27,1.68,,,,86.4,2645,7.0,745545,554430,592663,547180,681082,664761,607208,642215,679032,592206,53.48,,,,,,,,27,5,Sweeper,4,0,0,4,0,4,0,4,Standard,Standard,66,0.0,0.036,,
ST,2024-08-15,84.7,-2.17,5.18,"Wheeler, Zack",660766,554430,,foul,,,,,14,Juan Yepez pops out to first baseman Bryce Harper.,R,R,R,PHI,WSH,S,,,1,2,2024,0.59,0.68,1.17,1.84,,,,0,4,Top,,,,,592663,,,6.776198935510565,-123.29102250844156,-2.9310098890242764,4.879477796214574,21.613818367996465,-24.818735767458264,3.42,1.66,106,54.2,20,87.0,2540,7.5,745545,554430,592663,547180,681082,664761,607208,642215,679032,592206,53.05,,,,,,,,27,4,Sweeper,4,0,0,4,0,4,0,4,Standard,Standard,62,0.0,0.0,55.5064,8.09164
CU,2024-08-15,81.7,-2.15,5.37,"Wheeler, Zack",660766,554430,,ball,,,,,14,Juan Yepez pops out to first baseman Bryce Harper.,R,R,R,PHI,WSH,B,,,0,2,2024,0.56,-0.48,0.35,0.98,,,,0,4,Top,,,,,592663,,,4.616413398884379,-119.0125365887654,-2.4611811133803125,4.530797247382392,21.279069730266283,-36.52220666099526,3.27,1.65,,,,83.2,2666,7.1,745545,554430,592663,547180,681082,664761,607208,642215,679032,592206,53.42,,,,,,,,27,3,Curveball,4,0,0,4,0,4,0,4,Standard,Standard,65,0.0,0.02,,
SI,2024-08-15,92.9,-1.98,5.24,"Wheeler, Zack",660766,554430,,foul,,,,,8,Juan Yepez pops out to first baseman Bryce Harper.,R,R,R,PHI,WSH,S,,,0,1,2024,-1.57,0.41,-0.14,2.12,,,,0,4,Top,,,,,592663,,,8.330509734016902,-134.9534454345702,-3.1136255815052185,-21.024638883521973,30.841875731122776,-26.71992163882836,3.42,1.66,175,67.7,55,94.7,2202,7.5,745545,554430,592663,547180,681082,664761,607208,642215,679032,592206,52.97,,,,,,,,27,2,Sinker,4,0,0,4,0,4,0,4,Standard,Standard,223,0.0,-0.047,70.01254,7.27264
ST,2024-08-15,84.6,-2.29,5.31,"Wheeler, Zack",660766,554430,,called_strike,,,,,5,Juan Yepez pops out to first baseman Bryce Harper.,R,R,R,PHI,WSH,S,,,0,0,2024,0.44,0.22,-0.06,2.83,,,,0,4,Top,,,,,592663,,,4.386381471294857,-123.26205976715022,0.1277728058875959,3.625395856107236,24.23619673098881,-30.15947466274802,3.42,1.7,,,,86.0,2491,7.1,745545,554430,592663,547180,681082,664761,607208,642215,679032,592206,53.41,,,,,,,,27,1,Sweeper,4,0,0,4,0,4,0,4,Standard,Standard,70,0.0,-0.032,,
FF,2024-08-15,93.4,1.51,6.22,"Parker, Mitchell",681082,680730,strikeout,swinging_strike,,,,,1,Bryson Stott strikes out swinging.,R,L,L,PHI,WSH,S,2,,0,2,2024,0.24,1.34,-0.55,3.09,,,,2,3,Bot,,,,,660688,,,-5.859400617487981,-135.78906514890275,-5.2836691805264815,4.243067145602523,31.05794735720109,-14.603846097674449,3.29,1.59,,,,94.0,2207,6.8,745545,680730,660688,665953,671277,677588,682928,695578,696285,669743,53.7,,0.0,0.0,1,0,0,,26,3,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,153,-0.004,-0.062,65.44265,7.11614
