pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
SL,2024-08-15,87.8,-2.73,5.26,"Cano, Yennier",643376,666974,field_out,hit_into_play,,,,,9,"Danny Jansen grounds out, shortstop Gunnar Henderson to first baseman Ryan Mountcastle.",R,R,R,BAL,BOS,X,6,ground_ball,1,1,2024,0.87,-0.3,0.83,1.99,,,,2,9,Top,110.15,154.97,,,543510,,,6.759324551368742,-127.71077032092666,-1.0908019922193846,7.921534736207853,29.44007610129595,-35.381052176530254,3.3,1.54,30,76.2,-2,86.8,2471,6.0,747002,666974,543510,663624,702616,602104,683002,681297,656775,623993,54.53,0.109,0.096,0.0,1,0,0,2,67,3,Slider,5,1,1,5,1,5,1,5,Standard,Standard,64,0.001,-0.097,72.53712,7.51269
SI,2024-08-15,96.7,-2.47,5.4,"Cano, Yennier",643376,666974,,called_strike,,,,,7,"Danny Jansen grounds out, shortstop Gunnar Henderson to first baseman Ryan Mountcastle.",R,R,R,BAL,BOS,S,,,1,0,2024,-1.56,-0.04,-0.35,1.71,,,,2,9,Top,,,,,543510,,,9.14031981872284,-140.45997910467784,-4.1464195303524765,-22.72115243041316,32.44757421244844,-31.91320123942953,3.16,1.57,,,,96.1,2084,6.1,747002,666974,543510,663624,702616,602104,683002,681297,656775,623993,54.38,,,,,,,,67,2,Sinker,5,1,1,5,1,5,1,5,Standard,Standard,262,0.0,-0.02,,
SL,2024-08-15,87.3,-2.77,5.19,"Cano, Yennier",643376,666974,,ball,,,,,14,"Danny Jansen grounds out, shortstop Gunnar Henderson to first baseman Ryan Mountcastle.",R,R,R,BAL,BOS,B,,,0,0,2024,1.29,-0.22,1.24,1.38,,,,2,9,Top,,,,,543510,,,6.94767954449819,-126.9530410950662,-2.4537364249626763,12.25451422132956,29.367542371321427,-34.23543908769375,3.19,1.54,,,,86.5,2543,6.1,747002,666974,543510,663624,702616,602104,683002,681297,656775,623993,54.4,,,,,,,,67,1,Slider,5,1,1,5,1,5,1,5,Standard,Standard,53,0.0,0.016,,
CH,2024-08-15,91.9,-2.81,5.54,"Cano, Yennier",807799,666974,grounded_into_double_play,hit_into_play,,,,,4,"Masataka Yoshida grounds into a double play, second baseman Jackson Holliday to shortstop Gunnar Henderson to first baseman Ryan Mountcastle.   Connor Wong out at 2nd.    Masataka Yoshida out at 1st.",R,L,R,BAL,BOS,X,4,ground_ball,1,0,2024,-1.65,0.13,-0.8,2.01,,,657136,0,9,Top,145.17,154.46,,,543510,,,8.614707987620811,-133.54767220083636,-3.3255490797414,-21.601150080213102,29.61403182830399,-30.03486592646507,3.19,1.4,8,92.5,-14,91.3,1857,6.1,747002,666974,543510,663624,702616,602104,683002,681297,656775,623993,54.4,0.12,0.103,0.0,1,0,0,2,66,2,Changeup,5,1,1,5,1,5,1,5,Infield shade,Standard,265,0.028,-0.603,74.82771,7.47643
FF,2024-08-15,96.5,-2.64,5.33,"Cano, Yennier",807799,666974,,ball,,,,,14,"Masataka Yoshida grounds into a double play, second baseman Jackson Holliday to shortstop Gunnar Henderson to first baseman Ryan Mountcastle.   Connor Wong out at 2nd.    Masataka Yoshida out at 1st.",R,L,R,BAL,BOS,B,,,0,0,2024,-1.23,0.59,1.02,1.82,,,657136,0,9,Top,,,,,543510,,,12.44634882518486,-139.9265056287282,-5.030545120523267,-18.968381598039496,32.52506812525474,-23.439554368502773,3.13,1.43,,,,95.9,2306,6.2,747002,666974,543510,663624,702616,602104,683002,681297,656775,623993,54.31,,,,,,,,66,1,4-Seam Fastball,5,1,1,5,1,5,1,5,Infield shade,Standard,254,0.0,0.066,,
SI,2024-08-15,96.2,-2.66,5.4,"Cano, Yennier",657136,666974,single,hit_into_play,,,,,4,Connor Wong singles on a ground ball to shortstop Gunnar Henderson.,R,R,R,BAL,BOS,X,6,ground_ball,2,2,2024,-1.4,-0.19,-0.33,2.49,,,,0,9,Top,110.15,154.97,,,543510,,,9.340605145364924,-139.8412581706315,-1.7135808864699014,-20.423855254165275,30.53425668222768,-34.49749906164751,3.29,1.43,3,83.9,-38,96.2,1924,6.3,747002,666974,543510,663624,702616,602104,683002,681297,656775,623993,54.21,0.063,0.061,0.9,1,1,0,2,65,6,Sinker,5,1,1,5,1,5,1,5,Standard,Standard,261,-0.016,0.433,71.34028,6.16844
CH,2024-08-15,91.3,-2.51,5.67,"Cano, Yennier",657136,666974,,foul,,,,,14,Connor Wong singles on a ground ball to shortstop Gunnar Henderson.,R,R,R,BAL,BOS,S,,,2,2,2024,-1.39,0.25,0.92,1.4,,,,0,9,Top,,,,,543510,,,11.526802985352717,-132.4228999165395,-5.349739875298502,-18.780256599949844,28.52599187709809,-28.22501775408397,3.29,1.43,1,64.8,-55,90.8,1777,6.2,747002,666974,543510,663624,702616,602104,683002,681297,656775,623993,54.34,,,,,,,,65,5,Changeup,5,1,1,5,1,5,1,5,Standard,Standard,263,0.0,0.0,66.54264,7.92494
SL,2024-08-15,86.4,-2.69,5.18,"Cano, Yennier",657136,666974,,ball,,,,,14,Connor Wong singles on a ground ball to shortstop Gunnar Henderson.,R,R,R,BAL,BOS,B,,,1,2,2024,1.14,0.23,2.16,1.84,,,,0,9,Top,,,,,543510,,,9.161912414673466,-125.50073985728228,-2.157506107716206,10.15470486940216,25.862903363941538,-29.47678886326412,3.18,1.42,,,,85.8,2505,6.0,747002,666974,543510,663624,702616,602104,683002,681297,656775,623993,54.47,,,,,,,,65,4,Slider,5,1,1,5,1,5,1,5,Standard,Standard,45,0.0,0.036,,
FF,2024-08-15,96.3,-2.33,5.39,"Cano, Yennier",657136,666974,,ball,,,,,12,Connor Wong singles on a ground ball to shortstop Gunnar Henderson.,R,R,R,BAL,BOS,B,,,0,2,2024,-1.27,0.53,1.49,2.99,,,,0,9,Top,,,,,543510,,,12.916779388975218,-139.71209540902902,-1.9560312895133811,-19.49806288591273,31.562017241646057,-24.98269242565735,3.23,1.42,,,,95.5,2338,6.0,747002,666974,543510,663624,702616,602104,683002,681297,656775,623993,54.49,,,,,,,,65,3,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,258,0.0,0.02,,
CH,2024-08-15,91.6,-2.6,5.69,"Cano, Yennier",657136,666974,,called_strike,,,,,9,Connor Wong singles on a ground ball to shortstop Gunnar Henderson.,R,R,R,BAL,BOS,S,,,0,1,2024,-1.48,0.21,0.71,1.78,,,,0,9,Top,,,,,543510,,,11.496895820302436,-132.9212386896668,-4.420787221473191,-20.03884831301278,28.361310910298624,-28.86308890027504,3.29,1.48,,,,91.1,1746,6.1,747002,666974,543510,663624,702616,602104,683002,681297,656775,623993,54.4,,,,,,,,65,2,Changeup,5,1,1,5,1,5,1,5,Standard,Standard,260,0.0,-0.047,,
SI,2024-08-15,94.8,-2.42,5.58,"Cano, Yennier",657136,666974,,called_strike,,,,,5,Connor Wong singles on a ground ball to shortstop Gunnar Henderson.,R,R,R,BAL,BOS,S,,,0,0,2024,-1.45,-0.08,-0.14,2.56,,,,0,9,Top,,,,,543510,,,9.113045333912169,-137.8093169269851,-2.035430435006333,-20.467723395495828,30.61184403139827,-32.87981006934139,3.26,1.48,,,,93.9,2056,5.8,747002,666974,543510,663624,702616,602104,683002,681297,656775,623993,54.66,,,,,,,,65,1,Sinker,5,1,1,5,1,5,1,5,Standard,Standard,254,0.0,-0.032,,
CH,2024-08-15,87.9,-2.44,5.2,"Shugart, Chase",702616,663767,field_out,hit_into_play,,,,,13,"Jackson Holliday grounds out, pitcher Chase Shugart to first baseman Mickey Gasper.",R,L,R,BAL,BOS,X,1,ground_ball,1,2,2024,-0.99,0.28,-0.99,2.24,,,683002,2,8,Bot,125.88,179.38,,,643376,,,5.586100297753071,-127.93306045260672,-1.6689217127300977,-12.048231034708367,24.679184199646286,-28.95555118814863,3.44,1.59,38,76.2,0,88.3,1710,6.4,747002,663767,643376,681508,657136,646240,663853,680776,678882,608701,54.11,0.117,0.125,0.0,1,0,0,2,64,4,Changeup,5,1,5,1,1,5,5,1,Infield shade,Standard,238,-0.001,-0.169,75.5719,6.86786
FC,2024-08-15,91.8,-2.1,5.53,"Shugart, Chase",702616,663767,,foul,,,,,6,"Jackson Holliday grounds out, pitcher Chase Shugart to first baseman Mickey Gasper.",R,L,R,BAL,BOS,S,,,1,1,2024,0.32,0.46,0.73,2.49,,,683002,2,8,Bot,,,,,643376,,,6.4731068624496,-133.65685870981193,-2.842004341751978,2.514646906051113,28.444552562014245,-26.302320687507247,3.44,1.59,53,93.6,0,92.1,2509,6.4,747002,663767,643376,681508,657136,646240,663853,680776,678882,608701,54.1,,,,,,,,64,3,Cutter,5,1,5,1,1,5,5,1,Infield shade,Standard,171,0.0,-0.05,74.04133,7.40706
FC,2024-08-15,92.3,-2.11,5.58,"Shugart, Chase",702616,663767,,ball,,,,,12,"Jackson Holliday grounds out, pitcher Chase Shugart to first baseman Mickey Gasper.",R,L,R,BAL,BOS,B,,,0,1,2024,0.21,0.72,0.94,3.33,,,683002,2,8,Bot,,,,,643376,,,7.326413999986999,-134.3010889800276,-1.5188684476919194,1.0623759243028337,27.283209385219248,-23.36350058884596,3.44,1.65,,,,92.8,2421,6.5,747002,663767,643376,681508,657136,646240,663853,680776,678882,608701,54.04,,,,,,,,64,2,Cutter,5,1,5,1,1,5,5,1,Infield shade,Standard,201,0.0,0.029,,
CH,2024-08-15,88.8,-2.48,5.27,"Shugart, Chase",702616,663767,,foul,,,,,4,"Jackson Holliday grounds out, pitcher Chase Shugart to first baseman Mickey Gasper.",R,L,R,BAL,BOS,S,,,0,0,2024,-0.98,0.38,-0.73,2.59,,,683002,2,8,Bot,,,,,643376,,,6.3573020688850495,-129.2483407981617,-1.308473383425288,-12.282794902972284,26.883969235543127,-27.85997319177077,3.44,1.59,,,,89.0,1695,6.4,747002,663767,643376,681508,657136,646240,663853,680776,678882,608701,54.1,,,,,,,,64,1,Changeup,5,1,5,1,1,5,5,1,Standard,Standard,229,0.0,-0.042,77.44719,7.48151
FC,2024-08-15,91.9,-2.24,5.44,"Shugart, Chase",668939,663767,field_out,hit_into_play,,,,,6,Adley Rutschman pops out to third baseman Rafael Devers.,R,L,R,BAL,BOS,X,5,popup,1,2,2024,-0.05,0.94,0.29,2.58,,,683002,1,8,Bot,110.65,163.11,,,643376,,,6.524155182873585,-133.84610375445618,-3.5033549261590085,-1.912559789577144,26.605350959044745,-20.27021365135315,3.43,1.65,98,85.7,74,92.5,2485,6.4,747002,663767,643376,681508,657136,646240,663853,680776,678882,608701,54.07,0.001,0.0,0.0,1,0,0,3,63,4,Cutter,5,1,5,1,1,5,5,1,Infield shade,Standard,200,-0.002,-0.218,74.49793,7.02562
FF,2024-08-15,94.8,-2.1,5.69,"Shugart, Chase",668939,663767,,ball,,,,,11,Adley Rutschman pops out to third baseman Rafael Devers.,R,L,R,BAL,BOS,B,,,0,2,2024,-0.4,1.52,-1.01,5.54,,,683002,1,8,Bot,,,,,643376,,,3.766636739947003,-138.05351737698348,1.9241018052051575,-6.001687381154893,32.25793028396768,-13.542280086106828,3.38,1.62,,,,94.8,2175,6.3,747002,663767,643376,681508,657136,646240,663853,680776,678882,608701,54.16,,,,,,,,63,3,4-Seam Fastball,5,1,5,1,1,5,5,1,Infield shade,Standard,214,0.0,0.023,,
FF,2024-08-15,95.1,-2.02,5.73,"Shugart, Chase",668939,663767,,foul,,,,,4,Adley Rutschman pops out to third baseman Rafael Devers.,R,L,R,BAL,BOS,S,,,0,1,2024,-0.66,1.27,-0.67,2.68,,,683002,1,8,Bot,,,,,643376,,,5.020581467312603,-138.4234039896133,-5.199266688434471,-9.54872118203713,29.93546324099311,-14.911790324809624,3.43,1.65,223,77.5,56,95.4,2163,6.4,747002,663767,643376,681508,657136,646240,663853,680776,678882,608701,54.12,,,,,,,,63,2,4-Seam Fastball,5,1,5,1,1,5,5,1,Infield shade,Standard,209,0.0,-0.06,69.3596,6.49959
ST,2024-08-15,80.1,-2.73,5.14,"Shugart, Chase",668939,663767,,called_strike,,,,,13,Adley Rutschman pops out to third baseman Rafael Devers.,R,L,R,BAL,BOS,S,,,0,0,2024,1.3,-0.17,-0.88,2.06,,,683002,1,8,Bot,,,,,643376,,,1.6108320479160654,-116.72369728653136,0.2002861138859593,11.579075305034316,22.707521084597204,-33.973204387961374,3.35,1.76,,,,79.6,2659,6.0,747002,663767,643376,681508,657136,646240,663853,680776,678882,608701,54.54,,,,,,,,63,1,Sweeper,5,1,5,1,1,5,5,1,Infield shade,Standard,67,0.0,-0.043,,
SI,2024-08-15,93.0,-2.46,5.5,"Shugart, Chase",663624,663767,field_out,hit_into_play,,,,,11,Ryan Mountcastle lines out to right fielder Rob Refsnyder.,R,R,R,BAL,BOS,X,9,line_drive,0,0,2024,-1.15,0.74,-1.08,3.24,,,683002,0,8,Bot,163.82,85.12,,,643376,,,6.08553817283704,-135.4551682224835,-1.719918591241509,-15.50520463730503,27.07401031307985,-22.85533003987729,3.68,1.81,299,87.2,25,93.7,2047,6.5,747002,663767,643376,681508,657136,646240,663853,680776,678882,608701,54.05,0.114,0.103,0.0,1,0,0,3,62,1,Sinker,5,1,5,1,1,5,5,1,Standard,Standard,219,-0.001,-0.378,73.13907,6.85384
CH,2024-08-15,87.8,-2.62,5.3,"Shugart, Chase",683002,663767,single,hit_into_play,,,,,14,Gunnar Henderson singles on a ground ball to right fielder Rob Refsnyder.,R,L,R,BAL,BOS,X,9,ground_ball,0,1,2024,-1.27,0.24,0.12,1.47,,,,0,8,Bot,179.18,119.36,,,643376,,,9.256362805855504,-127.5063542874214,-3.6341537619631983,-15.790465946230652,25.959118536854728,-28.995887529806048,3.67,1.73,74,106.3,3,87.8,1835,6.4,747002,663767,643376,681508,657136,646240,663853,680776,678882,608701,54.13,0.523,0.478,0.9,1,1,0,4,61,2,Changeup,5,1,5,1,1,5,5,1,Infield shade,Standard,235,0.002,0.441,79.69708,7.68852
SI,2024-08-15,93.1,-2.56,5.4,"Shugart, Chase",683002,663767,,called_strike,,,,,6,Gunnar Henderson singles on a ground ball to right fielder Rob Refsnyder.,R,L,R,BAL,BOS,S,,,0,0,2024,-1.32,1.03,0.66,2.45,,,,0,8,Bot,,,,,643376,,,11.159834792433092,-135.10259768494922,-4.0742373647424674,-18.52568246283108,27.380990697134745,-18.822324281865,3.64,1.79,,,,93.4,2199,6.4,747002,663767,643376,681508,657136,646240,663853,680776,678882,608701,54.05,,,,,,,,61,1,Sinker,5,1,5,1,1,5,5,1,Infield shade,Standard,224,0.0,-0.032,,
FF,2024-08-15,98.0,1.07,5.56,"Pérez, Cionel",646240,672335,strikeout,foul_tip,,,,,4,Rafael Devers strikes out on a foul tip.,R,L,L,BAL,BOS,S,2,,1,2,2024,0.73,1.09,-0.67,2.63,,,608701,2,8,Top,,,,,543510,,,-6.348766585291347,-142.58523419295634,-4.964342112869403,11.406253866863173,29.79832773315112,-16.371767376664582,3.44,1.57,,,,97.8,2138,6.0,747002,672335,543510,663624,702616,602104,683002,681297,656775,623993,54.53,,0.0,0.0,1,0,0,,60,4,4-Seam Fastball,5,1,1,5,1,5,1,5,Strategic,Standard,147,0.008,-0.168,68.00165,6.98862
FF,2024-08-15,97.8,1.15,5.55,"Pérez, Cionel",646240,672335,,swinging_strike,,,,,2,Rafael Devers strikes out on a foul tip.,R,L,L,BAL,BOS,S,,,1,1,2024,0.52,1.39,0.12,3.13,,,608701,2,8,Top,,,,,543510,,,-3.9433155465279928,-142.38329417772326,-4.238575656585037,8.025894229889309,31.88392784623266,-12.4418807903002,3.44,1.57,,,,97.4,2203,6.0,747002,672335,543510,663624,702616,602104,683002,681297,656775,623993,54.54,,,,,,,,60,3,4-Seam Fastball,5,1,1,5,1,5,1,5,Strategic,Standard,145,0.0,-0.05,66.51945,6.65998
FF,2024-08-15,97.5,1.17,5.48,"Pérez, Cionel",646240,672335,,called_strike,,,,,11,Rafael Devers strikes out on a foul tip.,R,L,L,BAL,BOS,S,,,1,0,2024,0.62,1.07,-0.88,2.64,,,608701,2,8,Top,,,,,543510,,,-6.887092099022117,-141.8863357048888,-4.606336371922135,9.847839771536137,29.13553810899448,-16.879819957694775,3.38,1.68,,,,97.6,2168,6.1,747002,672335,543510,663624,702616,602104,683002,681297,656775,623993,54.39,,,,,,,,60,2,4-Seam Fastball,5,1,1,5,1,5,1,5,Strategic,Standard,153,0.0,-0.04,,
FF,2024-08-15,96.5,1.1,5.56,"Pérez, Cionel",646240,672335,,ball,,,,,11,Rafael Devers strikes out on a foul tip.,R,L,L,BAL,BOS,B,,,0,0,2024,0.29,1.19,-1.79,2.84,,,608701,2,8,Top,,,,,543510,,,-8.282675793007968,-140.32622011653024,-4.381388119314575,5.608650934785032,29.48483778729241,-15.576618883574683,3.44,1.68,,,,96.1,2181,5.9,747002,672335,543510,663624,702616,602104,683002,681297,656775,623993,54.56,,,,,,,,60,1,4-Seam Fastball,5,1,1,5,1,5,1,5,Strategic,Standard,141,0.0,0.027,,
FF,2024-08-15,97.6,1.38,5.47,"Pérez, Cionel",608701,672335,force_out,hit_into_play,,,,,13,"Rob Refsnyder grounds into a force out, shortstop Gunnar Henderson to second baseman Jackson Holliday.   Mickey Gasper out at 2nd.    Rob Refsnyder to 1st.",R,R,L,BAL,BOS,X,6,ground_ball,2,1,2024,0.51,1.47,-0.92,2.31,,,681508,1,8,Top,109.64,150.39,,,543510,,,-7.326143863554578,-141.81312232968224,-6.319386194153314,8.620201836935212,33.10547189461384,-11.123119541495711,3.49,1.58,25,76.1,-3,97.0,2324,6.1,747002,672335,543510,663624,702616,602104,683002,681297,656775,623993,54.44,0.114,0.099,0.0,1,0,0,2,59,4,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,142,0.014,-0.413,71.5455,6.64726
SL,2024-08-15,84.3,1.43,5.34,"Pérez, Cionel",608701,672335,,ball,,,,,13,"Rob Refsnyder grounds into a force out, shortstop Gunnar Henderson to second baseman Jackson Holliday.   Mickey Gasper out at 2nd.    Rob Refsnyder to 1st.",R,R,L,BAL,BOS,B,,,1,1,2024,-1.05,-0.54,-1.44,1.15,,,681508,1,8,Top,,,,,543510,,,-4.56093274219643,-122.63575139121816,-2.245202085139984,-9.585684362532234,25.696041900048407,-37.39537237112728,3.38,1.53,,,,83.6,2662,6.0,747002,672335,543510,663624,702616,602104,683002,681297,656775,623993,54.53,,,,,,,,59,3,Slider,5,1,1,5,1,5,1,5,Standard,Standard,324,0.0,0.053,,
FF,2024-08-15,97.1,1.4,5.47,"Pérez, Cionel",608701,672335,,swinging_strike,,,,,2,"Rob Refsnyder grounds into a force out, shortstop Gunnar Henderson to second baseman Jackson Holliday.   Mickey Gasper out at 2nd.    Rob Refsnyder to 1st.",R,R,L,BAL,BOS,S,,,1,0,2024,0.52,1.42,0.06,3.36,,,681508,1,8,Top,,,,,543510,,,-4.721181186459662,-141.29345841719592,-3.341976067608264,8.013633350617956,32.811872326358575,-12.653602740252984,3.49,1.58,,,,96.4,2235,6.0,747002,672335,543510,663624,702616,602104,683002,681297,656775,623993,54.55,,,,,,,,59,2,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,148,0.0,-0.053,73.81351,7.06025
SL,2024-08-15,83.0,1.48,5.49,"Pérez, Cionel",608701,672335,,ball,,,,,14,"Rob Refsnyder grounds into a force out, shortstop Gunnar Henderson to second baseman Jackson Holliday.   Mickey Gasper out at 2nd.    Rob Refsnyder to 1st.",R,R,L,BAL,BOS,B,,,0,0,2024,-1.35,-0.65,0.39,0.84,,,681508,1,8,Top,,,,,543510,,,0.1600072014470857,-120.8111702460376,-2.835236897153128,-13.195195044112433,25.75042433978028,-38.15435652088794,3.41,1.59,,,,82.1,2747,5.9,747002,672335,543510,663624,702616,602104,683002,681297,656775,623993,54.64,,,,,,,,59,1,Slider,5,1,1,5,1,5,1,5,Standard,Standard,338,0.0,0.043,,
SI,2024-08-15,96.5,1.28,5.55,"Pérez, Cionel",681508,672335,walk,ball,,,,,13,Mickey Gasper walks.,R,R,L,BAL,BOS,B,,,3,1,2024,1.31,0.85,-0.81,1.18,,,,1,8,Top,,,,,543510,,,-8.489554797496998,-140.20752425102165,-7.94633549665235,19.20670115951072,30.664842985411507,-19.324698752397303,3.12,1.42,,,,95.8,2327,5.9,747002,672335,543510,663624,702616,602104,683002,681297,656775,623993,54.58,,0.690281,0.7,1,0,0,,58,5,Sinker,5,1,1,5,1,5,1,5,Standard,Standard,148,-0.013,0.161,,
FF,2024-08-15,98.0,1.26,5.61,"Pérez, Cionel",681508,672335,,ball,,,,,12,Mickey Gasper walks.,R,R,L,BAL,BOS,B,,,2,1,2024,0.62,1.41,0.63,3.43,,,,1,8,Top,,,,,543510,,,-3.095811752473181,-142.71055820142828,-3.648682930760603,9.166125277107769,32.43736408703757,-12.260355375977364,3.12,1.42,,,,97.2,2207,5.8,747002,672335,543510,663624,702616,602104,683002,681297,656775,623993,54.75,,,,,,,,58,4,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,145,0.0,0.076,,
FF,2024-08-15,97.4,1.39,5.57,"Pérez, Cionel",681508,672335,,ball,,,,,12,Mickey Gasper walks.,R,R,L,BAL,BOS,B,,,1,1,2024,0.58,1.36,0.88,3.25,,,,1,8,Top,,,,,543510,,,-2.6555000981607275,-141.8500001146673,-3.8058131356402143,8.396222792035013,33.26632432980991,-13.151965229314172,3.12,1.42,,,,96.6,2232,5.8,747002,672335,543510,663624,702616,602104,683002,681297,656775,623993,54.65,,,,,,,,58,3,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,139,0.0,0.037,,
SI,2024-08-15,98.0,1.48,5.55,"Pérez, Cionel",681508,672335,,ball,,,,,12,Mickey Gasper walks.,R,R,L,BAL,BOS,B,,,0,1,2024,1.38,0.75,1.02,3.01,,,,1,8,Top,,,,,543510,,,-4.399728349247249,-142.66355176879412,-3.067371005802929,19.862444308954966,33.89754904207548,-21.42652692045205,3.21,1.5,,,,97.2,2186,5.9,747002,672335,543510,663624,702616,602104,683002,681297,656775,623993,54.63,,,,,,,,58,2,Sinker,5,1,1,5,1,5,1,5,Standard,Standard,140,0.0,0.017,,
FF,2024-08-15,97.4,1.44,5.63,"Pérez, Cionel",681508,672335,,called_strike,,,,,1,Mickey Gasper walks.,R,R,L,BAL,BOS,S,,,0,0,2024,0.41,1.34,-0.73,3.25,,,,1,8,Top,,,,,543510,,,-6.703646118282156,-141.65623747682855,-3.893133631526817,7.128066987640806,33.17300897316239,-13.492154364996647,3.26,1.5,,,,96.5,2301,5.9,747002,672335,543510,663624,702616,602104,683002,681297,656775,623993,54.62,,,,,,,,58,1,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,148,0.0,-0.024,,
FF,2024-08-15,97.5,1.39,5.61,"Pérez, Cionel",680776,672335,field_out,hit_into_play,,,,,6,Jarren Duran flies out to left fielder Colton Cowser.,R,L,L,BAL,BOS,X,7,fly_ball,1,1,2024,0.55,1.46,0.42,2.4,,,,0,8,Top,80.56,86.32,,,543510,,,-3.82026077588096,-141.8356810907953,-6.422303565520957,8.269785105506816,32.98628903711314,-11.157714020638457,3.63,1.73,302,87.2,28,96.7,2151,5.9,747002,672335,543510,663624,702616,602104,683002,681297,656775,623993,54.61,0.069,0.096,0.0,1,0,0,3,57,3,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,141,0.012,-0.218,73.76156,7.12669
FF,2024-08-15,97.3,1.19,5.67,"Pérez, Cionel",680776,672335,,ball,,,,,13,Jarren Duran flies out to left fielder Colton Cowser.,R,L,L,BAL,BOS,B,,,0,1,2024,0.48,1.4,-1.71,2.12,,,,0,8,Top,,,,,543510,,,-8.784122346897547,-141.39668990169886,-7.159173716431506,8.350494516103938,31.6045480651371,-11.872226641282907,3.64,1.74,,,,96.5,2184,5.9,747002,672335,543510,663624,702616,602104,683002,681297,656775,623993,54.64,,,,,,,,57,2,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,144,0.0,0.021,,
FF,2024-08-15,96.1,1.43,5.66,"Pérez, Cionel",680776,672335,,called_strike,,,,,8,Jarren Duran flies out to left fielder Colton Cowser.,R,L,L,BAL,BOS,S,,,0,0,2024,0.42,1.34,-0.24,2.39,,,,0,8,Top,,,,,543510,,,-5.3311534525418285,-139.85742129863502,-6.054688212507526,6.744632525668069,31.04787151034026,-13.40738282774976,3.78,1.76,,,,95.4,2287,5.8,747002,672335,543510,663624,702616,602104,683002,681297,656775,623993,54.65,,,,,,,,57,1,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,147,0.0,-0.032,,
CH,2024-08-15,89.7,-2.49,5.31,"Shugart, Chase",623993,663767,field_out,hit_into_play,,,,,13,Anthony Santander flies out to left fielder Rob Refsnyder.,R,L,R,BAL,BOS,X,7,fly_ball,3,2,2024,-1.37,0.07,-1.13,2.14,,681297,,2,7,Bot,82.23,99.52,,,643376,,,6.263888112228364,-130.50466558925643,-2.0142802109753246,-16.92200431623321,27.22575403228996,-31.15978006777278,3.32,1.56,332,95.3,33,89.7,1738,6.3,747002,663767,643376,657136,663853,646240,678882,608701,680776,677800,54.19,0.117,0.207,0.0,1,0,0,3,56,13,Changeup,5,1,5,1,1,5,5,1,Standard,Standard,232,-0.004,-0.342,71.92619,6.72508
FC,2024-08-15,93.3,-2.32,5.42,"Shugart, Chase",623993,663767,,foul,,,,,14,Anthony Santander flies out to left fielder Rob Refsnyder.,R,L,R,BAL,BOS,S,,,3,2,2024,0.43,0.66,1.26,1.94,,681297,,2,7,Bot,,,,,643376,,,8.275562039111865,-135.67941021124787,-4.687712260513767,3.605464397826904,28.09947807818577,-23.170970692488503,3.32,1.56,,,,93.8,2540,6.5,747002,663767,643376,657136,663853,646240,678882,608701,680776,677800,54.0,,,,,,,,56,12,Cutter,5,1,5,1,1,5,5,1,Infield shade,Standard,195,0.0,0.0,79.71433,7.84904
ST,2024-08-15,82.6,-2.62,5.17,"Shugart, Chase",623993,663767,,foul,,,,,6,Anthony Santander flies out to left fielder Rob Refsnyder.,R,L,R,BAL,BOS,S,,,3,2,2024,1.86,-0.08,0.69,2.15,,681297,,2,7,Bot,,,,,643376,,,3.9127710293953615,-120.24201550380414,-0.1396295223943773,17.04764455365282,25.64223777552811,-33.16272251455655,3.32,1.56,13,98.1,-10,82.5,2924,6.4,747002,663767,643376,657136,663853,646240,678882,608701,680776,677800,54.1,,,,,,,,56,11,Sweeper,5,1,5,1,1,5,5,1,Standard,Standard,62,0.0,0.0,78.43183,7.98129
